Text
azərbaycanla ermənistan arasındakı son döyüşlər harada gedib? daha ətraflı:
"son məlumatlara görə, azərbaycanda koronavirus infeksiyasına 1889 yeni yoluxma faktı qeydə alınıb, bir gün qabaq bu rəqəm 1763 olub. daha ətraflı:"
"baş nazirin müavini Şahin Mustafayev bu gün tehranda i̇ranın neft naziri ilə görüşüb. görüşdə ikitərəfli əməkdaşlıq məsələləri müzakirə olunub, cümlədən də naxçıvana qaz mübadiləsi haqqında razılıq əldə olunub."
qışda evi isti saxlamağın 14 sadə və ucuz üsulu
i̇ranın rəsmi xəbər agentliyi irna türkmənistan paytaxtı aşqabadda noyabrın 28-də keçiriləcək i̇qtisadi əməkdaşlıq təşkilatının sammiti çərçivəsində i̇ran və azərbaycan prezidentlərinin görüşünün baş tuta biləcəyini bildirib. daha ətraflı:
azərbaycan baş nazirinin müavini Şahin Mustafayev i̇rana gedir.
73 min əhalisi olan marburq şəhəri bir innovativ məktəb sayəsində zəif görən və heç görməyənlər üçün daha rahat şəhərə çevrilib. bu necə mümkün olub?
koronavirus və onun simptomları haqqında getdikcə daha çox məlumat əldə edilir. britaniya həkimləri koronavirusa yoluxmanın klassik əlamətlərini xatırladıblar. bu keçiddən oxuyun
"türkiyə f-35 hərbi təyyarə proqramından çıxarılandan sonra, abş-dan yeni f-16-lar almaqla yanaşı malik olduğu hərbi təyyarələri yeniləmək istəyir. türkiyə ordusunun inventarında hansı döyüş təyyarələri var?"
taliblər hakimiyyətə gələndən sonra minlərlə əfqanıstanlı qaçqın tacikistana gəlib. onların məskunlaşdığı rayonlara getməyi bacaran bbc jurnalistləri yeni həyata başlamağa çalışan qaçqınlarla da görüşüblər. daha ətraflı
"korlar üçün şəhər. necə oldu ki, marburq görmə əngəllilər üçün ən rahat yerə çevrildi"
zəngilan və goranboyda mina partlayışları nəticəsində üç nəfər xəsarət alıb. daha ətraflı
"son məlumatlara görə, azərbaycanda koronavirus infeksiyasına 1763 yeni yoluxma faktı qeydə alınıb, 20 nəfər ölüb. bir gün qabaq yeni yoluxmaların sayı 2233, ölənlərin sayı isə 28 nəfər olub. daha ətraflı"
"azərbaycan müdafiə nazirliyi dövlət sərhədindəki son döyüşlərlə bağlı ""qeyri-rəsmi"" foto və videolar paylaşan bir qrup hərbçinin ordu sıralarından ""tərxis edilməsi"" barədə qərar qəbul edib. daha ətraflı oxuyun"
Əliyev və Paşinyan dekabrda görüşmək barədə “razılığa gəliblər”
böyük britaniyanın milli səhiyyə xidməti insanlara covid-19-un klassik simptomlarının necə olduğunu xatırladıb. daha ətraflı məlumat
bu həftənin əvvəlində azərbaycan və ermənistan arasında ötən ilki 44 günlük müharibədən sonra ən çox insan itkisi ilə nəticələnən döyüşlər harada gedib.
taliblər hakimiyyətə gələndən sonra minlərlə əfqanıstanlı tacikistana qaçıb. taliblərlə qonşuluq tacikistana necə təsir edir? daha ətraflı
azərbaycanla ermənistan arasındakı son döyüşlər harada gedib?
milyonlarla qırmızı yengəc köç edir.
